Name,Light Years from Earth,Planet Mass,Stellar Magnitude,Discovery Date
HAT-P-57 b,920,1.41 Jupiters,10.465,2015
HAT-P-5 b,998,0.98 Jupiters,12,2007
HAT-P-65 b,2743,0.527 Jupiters,13.145,2016
HAT-P-66 b,3024,0.783 Jupiters,12.993,2016
HAT-P-67 b,1044,0.34 Jupiters,10.069,2017
HAT-P-68 b,662,0.724 Jupiters,13.937,2020
HAT-P-69 b,1122,3.58 Jupiters,9.773,2019
HAT-P-6 b,905,1.32 Jupiters,10.44,2007
HAT-P-70 b,1073,6.78 Jupiters,9.452,2019
HAT-P-7 b,1124,1.84 Jupiters,10.365,2008
HAT-P-8 b,694,1.28 Jupiters,10.3,2008
HAT-P-5 b,998,0.98 Jupiters,12,2007
HAT-P-65 b,2743,0.527 Jupiters,13.145,2016
HAT-P-66 b,3024,0.783 Jupiters,12.993,2016
HAT-P-67 b,1044,0.34 Jupiters,10.069,2017
HAT-P-68 b,662,0.724 Jupiters,13.937,2020
HAT-P-69 b,1122,3.58 Jupiters,9.773,2019
HAT-P-6 b,905,1.32 Jupiters,10.44,2007
HAT-P-70 b,1073,6.78 Jupiters,9.452,2019
HAT-P-7 b,1124,1.84 Jupiters,10.365,2008
HAT-P-8 b,694,1.28 Jupiters,10.3,2008
HAT-P-5 b,998,0.98 Jupiters,12,2007
HAT-P-65 b,2743,0.527 Jupiters,13.145,2016
HAT-P-66 b,3024,0.783 Jupiters,12.993,2016
HAT-P-67 b,1044,0.34 Jupiters,10.069,2017
HAT-P-68 b,662,0.724 Jupiters,13.937,2020
HAT-P-69 b,1122,3.58 Jupiters,9.773,2019
HAT-P-6 b,905,1.32 Jupiters,10.44,2007
HAT-P-70 b,1073,6.78 Jupiters,9.452,2019
HAT-P-7 b,1124,1.84 Jupiters,10.365,2008
HAT-P-8 b,694,1.28 Jupiters,10.3,2008
HAT-P-5 b,998,0.98 Jupiters,12,2007
HAT-P-65 b,2743,0.527 Jupiters,13.145,2016
HAT-P-66 b,3024,0.783 Jupiters,12.993,2016
HAT-P-67 b,1044,0.34 Jupiters,10.069,2017
HAT-P-68 b,662,0.724 Jupiters,13.937,2020
HAT-P-69 b,1122,3.58 Jupiters,9.773,2019
HAT-P-6 b,905,1.32 Jupiters,10.44,2007
HAT-P-70 b,1073,6.78 Jupiters,9.452,2019
HAT-P-7 b,1124,1.84 Jupiters,10.365,2008
HAT-P-8 b,694,1.28 Jupiters,10.3,2008
HAT-P-9 b,1566,0.749 Jupiters,12.297,2008
HATS-10 b,1618,0.526 Jupiters,13.113,2015
HATS-11 b,3155,0.83 Jupiters,14.018,2016
HATS-12 b,1671,2.39 Jupiters,12.756,2016
HATS-13 b,1553,0.543 Jupiters,13.887,2015
HATS-14 b,1673,1.071 Jupiters,13.79,2015
HATS-15 b,2248,2.17 Jupiters,14.774,2016
HATS-16 b,2525,3.27 Jupiters,13.834,2016
HATS-17 b,1106,1.338 Jupiters,12.39,2016
HATS-18 b,2104,1.9795 Jupiters,14.067,2016
HATS-1 b,988,1.855 Jupiters,12.053,2012
HATS-22 b,678,2.74 Jupiters,13.455,2017
HATS-23 b,2437,1.47 Jupiters,13.901,2017
HATS-24 b,1664,2.26 Jupiters,12.83,2017
HATS-25 b,1520,0.613 Jupiters,13.097,2016
HATS-26 b,2959,0.65 Jupiters,12.955,2016
HATS-27 b,2740,0.53 Jupiters,12.766,2016
HATS-28 b,1700,0.672 Jupiters,13.934,2016
HATS-29 b,1145,0.653 Jupiters,12.612,2016
HATS-2 b,1174,1.345 Jupiters,13.562,2013
HATS-3 b,1478,1.071 Jupiters,12.44,2013
HATS-40 b,4668,1.59 Jupiters,13.377,2018
HATS-41 b,2610,9.7 Jupiters,12.681,2018
HATS-42 b,3073,1.88 Jupiters,13.617,2018
HATS-43 b,1112,0.261 Jupiters,13.593,2018
HATS-44 b,1510,0.56 Jupiters,14.428,2018
HATS-45 b,2668,0.7 Jupiters,13.307,2018
HATS-46 b,1461,0.173 Jupiters,13.634,2018
HATS-47 b,984,0.369 Jupiters,14.829,2020
HATS-48 A b,866,0.243 Jupiters,14.35,2020
HATS-3 b,1478,1.071 Jupiters,12.44,2013
HATS-40 b,4668,1.59 Jupiters,13.377,2018
HATS-41 b,2610,9.7 Jupiters,12.681,2018
HATS-42 b,3073,1.88 Jupiters,13.617,2018
HATS-43 b,1112,0.261 Jupiters,13.593,2018
HATS-44 b,1510,0.56 Jupiters,14.428,2018
HATS-45 b,2668,0.7 Jupiters,13.307,2018
HATS-46 b,1461,0.173 Jupiters,13.634,2018
HATS-47 b,984,0.369 Jupiters,14.829,2020
HATS-48 A b,866,0.243 Jupiters,14.35,2020
HATS-49 b,1059,0.353 Jupiters,14.998,2020
HATS-4 b,1370,1.323 Jupiters,13.459,2014
HATS-50 b,2339,0.39 Jupiters,14.033,2017
HATS-51 b,1559,0.768 Jupiters,12.471,2017
HATS-52 b,2058,2.24 Jupiters,13.669,2017
HATS-53 b,2000,0.595 Jupiters,13.79,2017
HATS-54 b,2508,0.76 Jupiters,13.913,2019
HATS-55 b,2034,0.921 Jupiters,13.47,2019
HATS-56 b,1883,0.602 Jupiters,11.578,2019
HATS-57 b,913,3.147 Jupiters,12.344,2019
HATS-49 b,1059,0.353 Jupiters,14.998,2020
HATS-4 b,1370,1.323 Jupiters,13.459,2014
HATS-50 b,2339,0.39 Jupiters,14.033,2017
HATS-51 b,1559,0.768 Jupiters,12.471,2017
HATS-52 b,2058,2.24 Jupiters,13.669,2017
HATS-53 b,2000,0.595 Jupiters,13.79,2017
HATS-54 b,2508,0.76 Jupiters,13.913,2019
HATS-55 b,2034,0.921 Jupiters,13.47,2019
HATS-56 b,1883,0.602 Jupiters,11.578,2019
HATS-57 b,913,3.147 Jupiters,12.344,2019
HATS-58 A b,1605,1.03 Jupiters,11.552,2019
HATS-59 b,2136,0.806 Jupiters,13.951,2018
HATS-59 c,2136,12.7 Jupiters,13.951,2018
HATS-5 b,838,0.237 Jupiters,12.63,2014
HATS-60 b,1612,0.662 Jupiters,12.641,2018
HATS-61 b,2264,3.4 Jupiters,13.233,2018
HATS-62 b,1686,0.179 Jupiters,14.015,2018
HATS-63 b,2071,0.96 Jupiters,13.892,2018
HATS-64 b,3533,0.96 Jupiters,12.924,2018
HATS-65 b,1615,0.821 Jupiters,12.497,2018
HATS-58 A b,1605,1.03 Jupiters,11.552,2019
HATS-59 b,2136,0.806 Jupiters,13.951,2018
HATS-59 c,2136,12.7 Jupiters,13.951,2018
HATS-5 b,838,0.237 Jupiters,12.63,2014
HATS-60 b,1612,0.662 Jupiters,12.641,2018
HATS-61 b,2264,3.4 Jupiters,13.233,2018
HATS-62 b,1686,0.179 Jupiters,14.015,2018
HATS-63 b,2071,0.96 Jupiters,13.892,2018
HATS-64 b,3533,0.96 Jupiters,12.924,2018
HATS-65 b,1615,0.821 Jupiters,12.497,2018
HATS-58 A b,1605,1.03 Jupiters,11.552,2019
HATS-59 b,2136,0.806 Jupiters,13.951,2018
HATS-59 c,2136,12.7 Jupiters,13.951,2018
HATS-5 b,838,0.237 Jupiters,12.63,2014
HATS-60 b,1612,0.662 Jupiters,12.641,2018
HATS-61 b,2264,3.4 Jupiters,13.233,2018
HATS-62 b,1686,0.179 Jupiters,14.015,2018
HATS-63 b,2071,0.96 Jupiters,13.892,2018
HATS-64 b,3533,0.96 Jupiters,12.924,2018
HATS-65 b,1615,0.821 Jupiters,12.497,2018
HATS-9 b,2135,0.837 Jupiters,13.276,2015
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HATS-9 b,2135,0.837 Jupiters,13.276,2015
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HATS-9 b,2135,0.837 Jupiters,13.276,2015
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HATS-9 b,2135,0.837 Jupiters,13.276,2015
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HATS-9 b,2135,0.837 Jupiters,13.276,2015
HD 100546 b,359,752 Jupiters,6.704,2014
HD 100655 b,449,1.61 Jupiters,6.45,2011
HD 100777 b,162,1.03 Jupiters,8.418,2007
HD 10180 c,127,13.22173 Earths,7.321,2010
HD 10180 d,127,12.01397 Earths,7.321,2010
HD 10180 e,127,25.58532 Earths,7.321,2010
HD 10180 f,127,22.94733 Earths,7.321,2010
HD 10180 g,127,23.26516 Earths,7.321,2010
HD 10180 h,127,0.2066 Jupiters,7.321,2010
HD 101930 b,98,0.25 Jupiters,8.21,2005
HD 102117 b,129,0.17 Jupiters,7.47,2005
HD 102195 b,96,0.41 Jupiters,8.062,2006
HD 102272 b,1142,4.94 Jupiters,8.69,2008
HD 102329 b,712,8.16 Jupiters,8.04,2011
HD 102329 c,712,1.52 Jupiters,8.04,2018
HD 102365 b,30,16 Earths,4.91,2010
HD 102843 b,205,0.35837 Jupiters,9.268,2019
HD 102956 b,399,0.96 Jupiters,7.86,2010
HD 103197 b,187,28.6047 Earths,9.391,2009
HD 101930 b,98,0.25 Jupiters,8.21,2005
HD 102117 b,129,0.17 Jupiters,7.47,2005
HD 102195 b,96,0.41 Jupiters,8.062,2006
HD 102272 b,1142,4.94 Jupiters,8.69,2008
HD 102329 b,712,8.16 Jupiters,8.04,2011
HD 102329 c,712,1.52 Jupiters,8.04,2018
HD 102365 b,30,16 Earths,4.91,2010
HD 102843 b,205,0.35837 Jupiters,9.268,2019
HD 102956 b,399,0.96 Jupiters,7.86,2010
HD 103197 b,187,28.6047 Earths,9.391,2009
HD 103720 b,136,0.62 Jupiters,9.49,2014
HD 103774 b,184,0.367 Jupiters,7.121,2013
HD 103949 b,87,11.2 Earths,8.69,2019
HD 104067 b,66,0.16 Jupiters,7.93,2009
HD 10442 b,443,1.487 Jupiters,7.84,2014
HD 104985 b,329,8.3 Jupiters,5.8,2003
HD 106252 b,125,6.93 Jupiters,7.408,2002
HD 106270 b,307,10.13 Jupiters,7.58,2011
HD 106315 b,356,12.6 Earths,8.951,2017
HD 106315 c,356,15.2 Earths,8.951,2017
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 106515 A b,111,9.61 Jupiters,7.972,2012
HD 106906 b,337,11 Jupiters,7.797,2013
HD 10697 b,108,6.383 Jupiters,6.27,1999
HD 107148 b,161,0.21 Jupiters,8.015,2005
HD 108147 b,127,0.261 Jupiters,6.995,2002
HD 108236 b,211,3.24 Earths,9.238,2020
HD 108236 c,211,4.94 Earths,9.238,2020
HD 108236 d,211,6.98 Earths,9.238,2020
HD 108236 e,211,9.71 Earths,9.238,2020
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 106515 A b,111,9.61 Jupiters,7.972,2012
HD 106906 b,337,11 Jupiters,7.797,2013
HD 10697 b,108,6.383 Jupiters,6.27,1999
HD 107148 b,161,0.21 Jupiters,8.015,2005
HD 108147 b,127,0.261 Jupiters,6.995,2002
HD 108236 b,211,3.24 Earths,9.238,2020
HD 108236 c,211,4.94 Earths,9.238,2020
HD 108236 d,211,6.98 Earths,9.238,2020
HD 108236 e,211,9.71 Earths,9.238,2020
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 106515 A b,111,9.61 Jupiters,7.972,2012
HD 106906 b,337,11 Jupiters,7.797,2013
HD 10697 b,108,6.383 Jupiters,6.27,1999
HD 107148 b,161,0.21 Jupiters,8.015,2005
HD 108147 b,127,0.261 Jupiters,6.995,2002
HD 108236 b,211,3.24 Earths,9.238,2020
HD 108236 c,211,4.94 Earths,9.238,2020
HD 108236 d,211,6.98 Earths,9.238,2020
HD 108236 e,211,9.71 Earths,9.238,2020
HD 108236 f,211,4.72 Earths,9.238,2021
HD 108341 b,161,3.5 Jupiters,9.36,2014
HD 108863 b,540,2.414 Jupiters,7.71,2011
HD 108874 b,194,1.42 Jupiters,8.738,2002
HD 108874 c,194,0.99 Jupiters,8.738,2005
HD 109246 b,222,0.86 Jupiters,8.77,2010
HD 109271 b,183,17.162 Earths,8.055,2013
HD 109271 c,183,24.154 Earths,8.055,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.66,2009
HD 110082 b,343,10.3 Earths,9.227,2021
HD 110113 b,347,4.55 Earths,10.063,2021
HD 110113 c,347,10.5 Earths,10.063,2021
HD 111232 b,95,7.14 Jupiters,7.59,2003
HD 111591 b,374,4.4 Jupiters,6.427,2017
HD 111998 b,108,4.51 Jupiters,6.11,2016
HD 113337 b,118,2.83 Jupiters,6.008,2013
HD 113538 b,52,0.36 Jupiters,9.057,2010
HD 113538 c,52,0.93 Jupiters,9.057,2010
HD 113996 b,380,6.3 Jupiters,4.82,2017
HD 110082 b,343,10.3 Earths,9.227,2021
HD 110113 b,347,4.55 Earths,10.063,2021
HD 110113 c,347,10.5 Earths,10.063,2021
HD 111232 b,95,7.14 Jupiters,7.59,2003
HD 111591 b,374,4.4 Jupiters,6.427,2017
HD 111998 b,108,4.51 Jupiters,6.11,2016
HD 113337 b,118,2.83 Jupiters,6.008,2013
HD 113538 b,52,0.36 Jupiters,9.057,2010
HD 113538 c,52,0.93 Jupiters,9.057,2010
HD 113996 b,380,6.3 Jupiters,4.82,2017
HD 110082 b,343,10.3 Earths,9.227,2021
HD 110113 b,347,4.55 Earths,10.063,2021
HD 110113 c,347,10.5 Earths,10.063,2021
HD 111232 b,95,7.14 Jupiters,7.59,2003
HD 111591 b,374,4.4 Jupiters,6.427,2017
HD 111998 b,108,4.51 Jupiters,6.11,2016
HD 113337 b,118,2.83 Jupiters,6.008,2013
HD 113538 b,52,0.36 Jupiters,9.057,2010
HD 113538 c,52,0.93 Jupiters,9.057,2010
HD 113996 b,380,6.3 Jupiters,4.82,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 114729 b,123,0.825 Jupiters,6.687,2002
HD 114762 b,131,10.69 Jupiters,7.301,1989
HD 114783 b,67,1.1 Jupiters,7.55,2001
HD 114783 c,67,0.611 Jupiters,7.55,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 11506 c,167,0.408 Jupiters,7.51,2008
HD 116029 b,403,1.4 Jupiters,8.04,2011
HD 116029 c,403,1.27 Jupiters,8.04,2018
HD 125390 b,503,22.16 Jupiters,8.206,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,597,1.96 Jupiters,6.98,2015
HD 126525 b,123,0.237 Jupiters,7.847,2018
HD 126614 b,239,0.41 Jupiters,8.788,2009
HD 12661 b,124,2.43 Jupiters,7.425,2000
HD 12661 c,124,1.812 Jupiters,7.425,2002
HD 125390 b,503,22.16 Jupiters,8.206,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,597,1.96 Jupiters,6.98,2015
HD 126525 b,123,0.237 Jupiters,7.847,2018
HD 126614 b,239,0.41 Jupiters,8.788,2009
HD 12661 b,124,2.43 Jupiters,7.425,2000
HD 12661 c,124,1.812 Jupiters,7.425,2002
HD 125390 b,503,22.16 Jupiters,8.206,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,597,1.96 Jupiters,6.98,2015
HD 126525 b,123,0.237 Jupiters,7.847,2018
HD 126614 b,239,0.41 Jupiters,8.788,2009
HD 12661 b,124,2.43 Jupiters,7.425,2000
HD 12661 c,124,1.812 Jupiters,7.425,2002
HD 125390 b,503,22.16 Jupiters,8.206,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,597,1.96 Jupiters,6.98,2015
HD 126525 b,123,0.237 Jupiters,7.847,2018
HD 126614 b,239,0.41 Jupiters,8.788,2009
HD 12661 b,124,2.43 Jupiters,7.425,2000
HD 12661 c,124,1.812 Jupiters,7.425,2002
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 132563 b,344,1.49 Jupiters,8.928,2011
HD 133131 A b,153,1.42 Jupiters,8.4,2016
HD 133131 A c,153,0.42 Jupiters,8.4,2016
HD 133131 B b,153,2.5 Jupiters,8.42,2016
HD 134060 b,79,10.1 Earths,6.29,2019
HD 134060 c,79,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.45,1999
HD 134987 c,85,0.82 Jupiters,6.45,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 136352 d,48,10.5 Earths,5.65,2019
HD 136418 b,344,2.14 Jupiters,7.879,2009
HD 137388 b,132,0.2 Jupiters,8.696,2011
HD 13808 b,92,11.2 Earths,8.38,2021
HD 13808 c,92,9.96 Earths,8.38,2021
HD 13908 b,260,0.865 Jupiters,7.508,2013
HD 13908 c,260,5.13 Jupiters,7.508,2013
HD 13931 b,155,2.2 Jupiters,7.597,2009
HD 139357 b,367,9.76 Jupiters,5.964,2008
HD 1397 b,260,0.415 Jupiters,7.781,2018
HD 14067 b,465,7.8 Jupiters,6.53,2014
HD 141399 b,118,0.451 Jupiters,7.2,2014
HD 141399 c,118,1.33 Jupiters,7.2,2014
HD 141399 d,118,1.18 Jupiters,7.2,2014
HD 141399 e,118,0.66 Jupiters,7.2,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 142245 b,318,3.07 Jupiters,7.63,2011
HD 142415 b,116,1.67 Jupiters,7.327,2003
HD 142 b,85,1.25 Jupiters,5.7,2001
HD 147379 b,35,28.55 Earths,8.896,2017
HD 147513 b,42,1.21 Jupiters,5.39,2003
HD 147873 b,357,5.14 Jupiters,7.96,2016
HD 147873 c,357,2.3 Jupiters,7.96,2016
HD 14787 b,390,1.121 Jupiters,7.63,2018
HD 148156 b,187,0.85 Jupiters,7.689,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.895,2009
HD 149026 b,248,0.38 Jupiters,8.15,2005
HD 147379 b,35,28.55 Earths,8.896,2017
HD 147513 b,42,1.21 Jupiters,5.39,2003
HD 147873 b,357,5.14 Jupiters,7.96,2016
HD 147873 c,357,2.3 Jupiters,7.96,2016
HD 14787 b,390,1.121 Jupiters,7.63,2018
HD 148156 b,187,0.85 Jupiters,7.689,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.895,2009
HD 149026 b,248,0.38 Jupiters,8.15,2005
HD 149143 b,240,1.33 Jupiters,7.89,2005
HD 1502 b,626,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.02,2012
HD 152079 b,287,2.661 Jupiters,9.182,2009
HD 152581 b,543,1.869 Jupiters,8.38,2011
HD 15337 b,146,7.51 Earths,9.088,2019
HD 15337 c,146,8.11 Earths,9.088,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.238,2004
HD 154857 c,207,2.58 Jupiters,7.238,2014
HD 155233 b,245,2.6 Jupiters,6.818,2015
HD 155358 b,142,0.99 Jupiters,7.27,2007
HD 155358 c,142,0.82 Jupiters,7.27,2007
HD 156279 b,118,9.88 Jupiters,8.1,2011
HD 156279 c,118,8.6 Jupiters,8.1,2018
HD 156411 b,186,0.74 Jupiters,6.673,2009
HD 156668 b,79,4.15 Earths,8.42,2010
HD 156846 b,156,10.67 Jupiters,6.506,2007
HD 154857 b,207,2.45 Jupiters,7.238,2004
HD 154857 c,207,2.58 Jupiters,7.238,2014
HD 155233 b,245,2.6 Jupiters,6.818,2015
HD 155358 b,142,0.99 Jupiters,7.27,2007
HD 155358 c,142,0.82 Jupiters,7.27,2007
HD 156279 b,118,9.88 Jupiters,8.1,2011
HD 156279 c,118,8.6 Jupiters,8.1,2018
HD 156411 b,186,0.74 Jupiters,6.673,2009
HD 156668 b,79,4.15 Earths,8.42,2010
HD 156846 b,156,10.67 Jupiters,6.506,2007
HD 154857 b,207,2.45 Jupiters,7.238,2004
HD 154857 c,207,2.58 Jupiters,7.238,2014
HD 155233 b,245,2.6 Jupiters,6.818,2015
HD 155358 b,142,0.99 Jupiters,7.27,2007
HD 155358 c,142,0.82 Jupiters,7.27,2007
HD 156279 b,118,9.88 Jupiters,8.1,2011
HD 156279 c,118,8.6 Jupiters,8.1,2018
HD 156411 b,186,0.74 Jupiters,6.673,2009
HD 156668 b,79,4.15 Earths,8.42,2010
HD 156846 b,156,10.67 Jupiters,6.506,2007
HD 154857 b,207,2.45 Jupiters,7.238,2004
HD 154857 c,207,2.58 Jupiters,7.238,2014
HD 155233 b,245,2.6 Jupiters,6.818,2015
HD 155358 b,142,0.99 Jupiters,7.27,2007
HD 155358 c,142,0.82 Jupiters,7.27,2007
HD 156279 b,118,9.88 Jupiters,8.1,2011
HD 156279 c,118,8.6 Jupiters,8.1,2018
HD 156411 b,186,0.74 Jupiters,6.673,2009
HD 156668 b,79,4.15 Earths,8.42,2010
HD 156846 b,156,10.67 Jupiters,6.506,2007
HD 163607 b,222,0.7836 Jupiters,8,2010
HD 163607 c,222,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,174,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.1,2015
HD 164604 b,129,1.99792 Jupiters,9.7,2009
HD 164922 b,72,0.36497 Jupiters,6.99,2005
HD 164922 c,72,13 Earths,6.99,2016
HD 164922 d,72,4 Earths,6.99,2020
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 163607 b,222,0.7836 Jupiters,8,2010
HD 163607 c,222,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,174,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.1,2015
HD 164604 b,129,1.99792 Jupiters,9.7,2009
HD 164922 b,72,0.36497 Jupiters,6.99,2005
HD 164922 c,72,13 Earths,6.99,2016
HD 164922 d,72,4 Earths,6.99,2020
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 163607 b,222,0.7836 Jupiters,8,2010
HD 163607 c,222,2.201 Jupiters,8,2010
HD 16417 b,83,22.1 Earths,5.78,2008
HD 164509 b,174,0.443 Jupiters,8.1,2010
HD 164595 b,92,16.14 Earths,7.1,2015
HD 164604 b,129,1.99792 Jupiters,9.7,2009
